type,Kc,tau_I,tau_D
P,12.499999999999883,,
PI,11.249999999999895,2.1333333333333533,
PID,14.999999999999858,1.280000000000012,0.320000000000003
PID,22.434501347708903,3.6992000000000016,
PID,9.237735849056607,3.6992000000000016,
PID,3.0200290275761983,3.6992000000000016,
PID,27.58867924528303,3.8992000000000018,0.18974148543290933
PID,10.345754716981133,3.8992000000000018,0.18974148543290933
PID,3.2457269700332976,3.8992000000000018,0.18974148543290933
